,true_label,24,25,26,27,28
6636,N,1,10,20,11,4
6637,Q,13,7,14,20,15
6638,Z,15,3,12,13,13
6639,D,15,3,12,13,13
6640,Q,3,5,6,5,25
6641,H,5,1,18,23,2
6642,J,17,23,21,4,22
6643,U,19,4,10,12,24
6644,S,1,10,20,11,4
6645,Q,13,7,14,5,15
6646,P,20,20,19,19,20
6647,I,1,10,20,11,4
6648,K,15,3,12,5,13
6649,D,5,1,18,23,2
6650,U,6,15,7,10,8
6651,W,23,4,2,15,10
6652,F,20,20,19,6,20
6653,D,17,23,21,4,22
6654,W,23,19,2,15,10
6655,N,17,23,21,4,22
6656,X,15,3,12,5,13
6657,V,2,9,24,14,5
6658,T,10,4,23,12,24
6659,J,18,2,9,17,18
6660,P,20,20,19,19,20
6661,O,5,1,18,23,2
6662,V,2,9,24,14,5
6663,Q,15,3,12,5,13
6664,I,22,2,3,25,18
6665,H,1,10,20,11,4
6666,M,16,21,17,21,6
6667,E,1,10,20,11,4
6668,C,14,16,8,1,1
6669,F,23,19,2,16,10
6670,C,14,16,10,22,1
6671,K,3,3,6,5,13
6672,C,19,4,10,12,24
6673,A,21,17,1,0,19
6674,S,5,1,18,23,2
6675,L,11,22,11,7,17
6676,Q,12,21,4,21,21
6677,I,22,2,3,25,18
6678,E,14,16,8,1,1
6679,V,8,6,0,15,26
6680,M,6,11,7,10,8
6681,B,12,21,4,21,21
6682,Y,2,9,24,14,5
6683,P,10,20,5,6,11
6684,S,9,8,16,26,0
6685,W,16,21,17,21,6
6686,Z,7,13,15,18,27
6687,F,20,20,19,19,20
6688,D,5,3,18,16,2
6689,Z,1,10,20,11,4
6690,L,22,2,3,25,14
6691,V,10,4,5,12,11
6692,A,21,0,1,24,19
6693,P,0,18,13,9,3
6694,M,16,21,17,21,6
6695,R,15,3,12,13,13
6696,V,10,9,5,14,11
6697,G,9,8,16,26,0
6698,Y,4,24,5,6,11
6699,N,23,19,2,16,10
6700,O,17,23,21,0,19
6701,B,17,23,21,4,22
6702,T,2,9,24,14,5
6703,E,14,16,8,1,1
6704,L,11,22,11,7,17
6705,P,20,20,5,19,20
6706,J,3,5,6,2,12
6707,P,20,20,19,19,20
6708,K,13,7,14,20,15
6709,G,15,3,12,5,13
6710,D,15,3,18,13,13
6711,E,14,16,8,1,1
6712,H,13,7,14,20,15
6713,V,2,9,24,14,5
6714,B,3,5,6,2,25
6715,R,9,8,16,26,0
6716,Z,7,13,15,18,27
6717,S,9,8,16,26,0
6718,W,8,6,0,15,26
6719,L,22,0,20,25,4
6720,K,4,2,10,22,18
6721,J,18,14,9,17,7
6722,E,4,24,25,22,9
6723,D,12,21,4,21,21
6724,C,14,16,8,22,1
6725,H,5,1,18,23,2
6726,Q,12,21,4,21,21
6727,I,17,17,13,0,22
6728,C,14,16,8,1,1
6729,G,5,1,25,23,9
6730,V,2,9,24,14,5
6731,Q,5,1,18,23,2
6732,I,13,7,14,20,15
6733,X,9,8,16,26,0
6734,S,3,5,6,2,25
6735,L,11,22,11,7,17
6736,R,13,7,14,20,15
6737,G,14,16,8,5,1
6738,J,18,14,9,17,7
6739,O,13,7,14,20,15
6740,Q,5,1,18,23,2
6741,N,23,7,2,20,15
6742,Y,10,24,5,6,11
6743,P,0,18,13,9,3
6744,Q,3,5,6,5,25
6745,O,13,7,14,20,15
6746,J,1,10,20,11,4
6747,L,11,22,11,7,17
6748,X,9,8,16,26,0
6749,U,6,15,7,10,8
6750,Y,12,5,4,2,12
6751,T,2,9,24,14,5
6752,G,5,1,18,23,2
6753,I,22,3,3,25,14
6754,H,5,1,18,13,2
6755,J,18,14,9,17,7
6756,M,16,17,13,9,6
6757,N,23,19,2,16,10
6758,B,15,3,12,13,13
6759,Y,19,12,22,3,16
6760,C,9,8,16,26,0
6761,C,4,24,25,22,9
6762,B,15,3,12,13,13
6763,R,1,10,20,11,4
6764,O,13,7,14,20,15
6765,Z,7,2,15,18,18
6766,R,5,1,18,23,2
6767,A,21,0,1,24,23
6768,N,15,3,12,13,13
6769,B,15,13,12,13,13
6770,W,8,6,0,15,26
6771,K,9,8,16,26,0
6772,G,12,21,4,21,21
6773,J,13,14,14,24,23
6774,A,21,0,1,24,23
6775,H,6,11,7,10,8
6776,E,1,10,20,11,4
6777,U,3,19,6,16,12
6778,M,4,19,2,22,9
6779,F,19,4,23,12,24
6780,Z,17,2,21,4,22
6781,B,15,3,12,13,13
6782,Z,7,13,15,18,27
6783,P,12,21,17,21,21
6784,J,18,14,9,17,7
6785,X,17,23,21,4,22
6786,V,2,9,24,14,5
6787,D,5,1,18,13,2
6788,M,17,23,21,16,22
6789,S,5,1,4,23,21
6790,S,17,23,21,4,22
6791,L,22,0,3,25,14
6792,A,21,17,13,0,19
6793,M,16,21,17,21,6
6794,Z,7,13,15,18,27
6795,U,5,1,18,23,2
6796,L,11,22,11,7,17
6797,N,8,6,0,8,26
6798,T,10,20,5,6,11
6799,E,4,24,25,22,9
6800,B,12,18,4,21,21
6801,Z,1,10,20,11,4
6802,O,5,1,18,23,2
6803,R,9,8,16,26,0
6804,H,6,11,7,10,8
6805,Q,5,1,18,23,2
6806,U,19,4,10,12,24
6807,G,12,21,17,21,21
6808,N,23,19,2,16,10
6809,O,15,3,12,13,13
6810,I,22,2,3,25,18
6811,R,3,5,6,2,12
6812,H,1,10,20,11,4
6813,C,14,16,8,1,1
6814,Q,5,1,18,23,2
6815,K,15,3,12,5,13
6816,N,16,21,17,21,12
6817,X,3,5,6,2,25
6818,P,20,20,19,19,20
6819,A,21,17,1,0,19
6820,I,22,2,3,25,18
6821,R,5,1,4,23,21
6822,K,4,24,25,22,9
6823,J,22,2,3,17,18
6824,O,0,18,13,9,3
6825,J,22,2,3,25,18
6826,M,13,7,14,20,15
6827,Q,5,1,18,23,2
6828,P,19,4,23,12,24
6829,D,17,23,21,4,22
6830,U,8,6,0,8,26
6831,V,19,12,22,3,16
6832,E,9,8,16,26,0
6833,G,14,16,8,5,1
6834,T,5,1,18,23,2
6835,P,1,10,23,12,24
6836,A,13,0,14,24,23
6837,E,9,8,16,26,0
6838,K,15,3,12,5,13
6839,G,13,7,14,26,0
6840,B,3,5,6,16,12
6841,J,13,14,14,20,23
6842,V,8,6,0,8,26
6843,C,0,18,13,9,3
6844,W,23,19,2,15,10
6845,T,10,20,5,6,11
6846,C,19,4,10,12,24
6847,F,10,20,5,6,11
6848,R,15,3,12,5,13
6849,T,10,4,23,12,24
6850,D,17,23,21,4,22
6851,O,16,21,17,21,6
6852,J,3,5,6,2,12
6853,N,8,6,0,8,26
6854,K,19,4,10,12,24
6855,T,10,4,5,6,11
6856,N,23,19,2,16,10
6857,I,22,10,3,25,14
6858,S,4,18,25,9,9
6859,P,19,7,23,12,24
6860,M,16,19,17,16,6
6861,F,20,20,19,19,18
6862,S,4,24,25,22,9
6863,M,16,21,17,21,6
6864,X,13,7,14,20,15
6865,F,3,5,6,2,25
6866,T,19,12,22,3,16
6867,Z,9,8,16,26,0
6868,D,17,23,21,4,22
6869,F,10,20,5,6,11
6870,P,20,20,19,19,20
6871,P,20,20,19,19,20
6872,O,5,1,18,23,2
6873,S,5,1,4,23,2
6874,D,12,21,4,21,21
6875,I,0,18,13,9,3
6876,L,11,22,11,7,17
6877,K,17,23,21,4,22
6878,P,1,10,23,11,24
6879,X,15,3,12,5,13
6880,H,13,7,14,20,15
6881,U,15,3,10,5,13
6882,W,16,21,17,21,6
6883,H,6,11,7,10,8
6884,J,22,2,3,25,4
6885,B,0,23,13,4,22
6886,N,6,11,7,10,8
6887,M,23,19,2,16,10
6888,I,12,23,4,4,12
6889,V,20,20,19,15,20
6890,T,20,20,19,6,20
6891,P,20,20,19,4,18
6892,J,1,10,20,11,4
6893,G,15,3,12,13,13
6894,M,16,21,17,21,6
6895,E,14,16,8,1,1
6896,W,23,19,2,15,10
6897,M,4,24,10,22,9
6898,Q,12,21,4,23,21
6899,I,17,23,21,4,22
6900,H,5,1,18,23,2
6901,T,10,4,23,12,24
6902,E,4,24,25,22,9
6903,Q,3,5,6,2,25
6904,O,0,18,13,9,3
6905,Z,7,13,15,18,27
6906,K,5,1,18,5,2
6907,N,6,11,7,10,8
6908,O,9,7,16,26,15
6909,C,14,16,10,22,1
6910,V,2,9,24,14,5
6911,U,6,15,7,10,8
6912,F,17,23,21,4,18
6913,A,21,17,1,0,19
6914,Y,19,4,23,12,24
6915,P,13,7,23,20,15
6916,H,9,8,16,26,0
6917,I,22,3,3,25,14
6918,G,12,5,4,2,21
6919,Q,12,5,4,2,21
6920,C,14,16,8,1,1
6921,K,12,21,4,21,21
6922,X,1,10,20,11,4
6923,P,20,20,19,19,20
6924,O,15,3,12,13,13
6925,V,2,9,24,14,5
6926,P,20,20,19,19,20
6927,H,4,24,25,8,9
6928,M,8,6,0,8,26
6929,Q,5,1,18,23,2
6930,U,4,6,25,8,9
6931,M,6,11,7,10,8
6932,J,3,5,6,2,25
6933,O,5,1,18,23,2
6934,Y,2,9,24,14,5
6935,B,5,1,18,13,2
6936,A,21,17,1,0,19
6937,L,11,22,11,7,17
6938,D,5,1,18,23,2
6939,O,15,3,12,5,13
6940,E,15,3,12,13,13
6941,I,13,7,14,20,15
6942,I,22,3,3,25,14
6943,K,15,3,12,5,13
6944,R,5,1,18,23,25
6945,B,9,8,16,26,0
6946,R,15,3,12,5,13
6947,B,15,1,12,13,2
6948,O,8,18,0,8,3
6949,T,8,9,24,14,5
6950,K,4,24,25,22,9
6951,R,0,18,13,9,3
6952,G,9,8,16,26,0
6953,C,9,8,16,26,0
6954,J,22,2,3,25,18
6955,D,15,3,12,13,13
6956,Y,2,12,22,3,16
6957,S,7,13,15,18,27
6958,R,5,1,18,23,2
6959,D,3,5,6,2,12
6960,N,23,19,2,16,10
6961,U,4,24,25,22,9
6962,V,2,9,24,14,5
6963,M,16,21,17,21,6
6964,T,2,9,24,14,5
6965,L,11,22,11,7,17
6966,B,17,23,21,4,22
6967,E,0,18,13,9,3
6968,G,5,1,18,23,2
6969,F,20,20,19,19,20
6970,Y,10,24,5,6,11
6971,Y,3,5,6,2,12
6972,B,17,23,21,4,22
6973,I,22,2,3,25,14
6974,R,9,8,16,26,0
6975,S,21,17,1,0,19
6976,R,5,1,18,23,2
6977,G,5,1,18,23,2
6978,R,15,3,12,5,13
6979,N,6,11,7,10,8
6980,X,17,23,21,4,22
6981,C,14,24,25,22,9
6982,I,22,10,3,25,18
6983,I,17,23,21,4,22
6984,M,23,19,2,16,10
6985,W,16,21,17,21,6
6986,Y,19,12,22,3,16
6987,S,7,13,15,13,27
6988,R,5,1,18,13,2
6989,B,15,3,12,13,13
6990,Y,3,5,6,2,12
6991,F,20,20,19,19,20
6992,M,6,11,7,10,8
6993,W,13,7,14,20,15
6994,Q,13,7,14,20,15
6995,Q,15,3,12,5,13
6996,T,15,3,12,5,13
6997,K,5,1,18,23,2
6998,R,16,21,4,21,21
6999,G,9,8,16,26,0
7000,T,4,24,25,6,9
7001,K,15,3,12,5,13
7002,X,12,5,4,2,21
7003,W,13,7,14,20,15
7004,J,18,14,9,17,7
7005,C,10,24,5,22,11
7006,D,1,10,20,11,4
7007,U,5,1,18,23,2
7008,J,1,10,20,11,4
7009,M,13,7,14,20,15
7010,T,19,12,22,3,16
7011,P,19,4,23,12,24
7012,C,9,8,16,26,0
7013,M,16,21,17,21,6
7014,Z,7,2,15,18,18
7015,L,1,0,20,24,23
7016,A,21,17,1,0,19
7017,R,15,3,12,13,13
7018,O,16,21,17,21,6
7019,M,16,21,17,21,6
7020,I,22,2,3,25,14
7021,Y,19,12,22,3,16
7022,D,15,3,12,13,13
7023,U,5,1,18,23,2
7024,O,15,3,12,5,13
7025,J,18,14,9,17,7
7026,I,22,2,3,25,14
7027,V,3,19,6,16,10
7028,L,22,0,3,25,19
7029,A,21,17,1,0,19
7030,S,7,13,15,18,27
7031,T,2,12,22,3,16
7032,W,8,6,0,8,26
7033,B,17,23,21,4,22
7034,P,20,20,19,9,20
7035,D,15,3,12,13,13
7036,N,17,23,21,4,22
7037,S,7,13,15,18,27
7038,A,21,0,1,24,23
7039,I,22,2,3,25,18
7040,T,2,9,24,14,5
7041,F,12,5,4,2,21
7042,N,23,19,2,16,10
7043,M,8,6,0,8,26
7044,R,15,3,12,5,13
7045,W,16,21,17,21,6
7046,P,20,20,19,19,20
7047,X,4,24,25,22,9
7048,L,5,5,18,2,25
7049,E,4,2,10,22,18
7050,G,3,5,6,2,25
7051,E,12,5,4,2,21
7052,G,13,7,14,20,15
7053,P,20,23,21,19,18
7054,T,2,9,24,14,5
7055,X,5,1,18,23,2
7056,X,22,2,10,25,18
7057,S,0,18,13,9,3
7058,M,23,19,2,16,10
7059,Q,5,1,18,13,2
7060,T,2,9,24,14,5
7061,P,1,10,23,11,24
7062,X,17,2,21,4,18
7063,G,9,8,16,26,0
7064,V,8,9,0,15,26
7065,J,12,21,4,21,12
7066,K,9,8,16,26,0
7067,Q,17,23,13,9,22
7068,C,14,16,8,1,1
7069,X,15,3,12,5,13
7070,I,22,2,3,25,18
7071,L,5,1,18,16,2
7072,H,17,23,21,4,22
7073,D,15,3,12,13,13
7074,K,17,23,21,4,22
7075,W,16,21,17,21,6
7076,C,14,24,10,22,1
7077,S,7,13,15,18,27
7078,Q,12,21,4,21,25
7079,X,5,1,18,23,2
7080,Z,7,13,15,18,27
7081,Y,0,18,13,8,3
7082,J,22,2,3,25,18
7083,X,7,13,15,18,27
7084,M,23,7,2,16,10
7085,Q,13,7,14,20,15
7086,I,22,2,3,25,18
7087,F,20,20,19,4,18
7088,E,1,10,20,11,4
7089,N,8,24,0,22,9
7090,R,15,3,12,5,13
7091,H,0,18,25,8,3
7092,B,9,8,16,26,0
7093,L,21,0,1,24,19
7094,D,5,1,18,23,2
7095,R,0,18,13,9,3
7096,Q,3,5,6,5,25
7097,G,3,5,6,2,25
7098,T,19,4,23,12,24
7099,N,6,11,7,10,8
7100,C,14,16,10,22,1
7101,K,17,23,21,4,22
7102,E,7,13,15,1,27
7103,I,22,2,3,25,18
7104,J,3,5,6,16,12
7105,K,9,8,16,26,0
7106,C,5,1,18,23,2
7107,S,1,10,20,11,4
7108,Z,3,5,6,2,12
7109,Z,7,2,15,18,18
7110,G,14,16,8,1,1
7111,F,4,18,25,6,9
7112,A,21,17,1,0,19
7113,Q,17,23,21,4,22
7114,D,5,1,18,23,2
7115,V,8,6,0,8,26
7116,X,12,21,4,21,21
7117,D,17,23,21,11,22
7118,P,0,18,19,9,3
7119,K,4,19,2,16,18
7120,E,12,21,4,2,21
7121,X,17,23,21,4,22
7122,K,4,24,25,22,9
7123,M,6,11,7,10,8
7124,O,17,23,21,16,12
7125,F,19,4,23,12,24
7126,S,15,3,12,13,13
7127,P,20,20,19,19,20
7128,Y,4,24,25,22,9
7129,K,12,21,4,23,21
7130,B,15,3,12,13,13
7131,V,8,6,0,8,26
7132,G,15,3,12,5,13
7133,Z,17,23,21,4,12
7134,W,8,6,0,15,26
7135,Y,19,12,22,3,16
7136,E,3,5,6,2,25
7137,Z,7,13,15,18,27
7138,Q,3,5,6,5,25
7139,I,22,10,3,25,18
7140,Q,17,23,21,4,22
7141,U,6,15,7,10,8
7142,Y,10,20,5,6,11
7143,J,18,14,9,17,7
7144,K,17,23,21,4,22
7145,Q,15,3,12,5,13
7146,Y,2,9,24,14,5
7147,J,18,14,9,17,7
7148,L,22,0,20,25,4
7149,X,9,8,16,26,0
7150,X,9,8,16,26,0
7151,G,5,1,18,23,2
7152,Y,3,5,6,2,12
7153,P,20,20,19,19,20
7154,Z,9,8,16,26,0
7155,M,23,19,2,16,10
7156,T,2,9,24,14,5
7157,T,19,12,22,3,16
7158,I,1,10,20,11,4
7159,C,14,16,8,1,1
7160,G,5,1,8,13,2
7161,Z,7,13,15,18,27
7162,S,9,8,16,26,0
7163,P,20,20,23,19,20
7164,P,15,3,12,13,13
7165,I,22,3,3,25,14
7166,D,16,21,17,8,6
7167,K,4,24,0,22,9
7168,Y,19,4,23,12,24
7169,S,1,10,20,11,4
7170,E,1,10,20,11,4
7171,R,15,3,12,5,13
7172,L,11,22,11,7,17
7173,A,21,0,1,24,23
7174,A,21,0,1,16,12
7175,R,15,3,12,5,13
7176,B,3,5,6,2,12
7177,A,21,0,1,24,23
7178,P,17,23,21,4,22
7179,T,10,20,5,6,11
7180,G,9,8,16,26,0
7181,Z,7,13,15,18,27
7182,H,5,1,18,23,2
7183,L,22,2,3,25,19
7184,P,20,20,19,19,20
7185,K,19,4,10,12,24
7186,D,17,23,21,4,22
7187,P,12,21,4,2,21
7188,U,4,24,25,22,9
7189,N,5,1,18,23,2
7190,O,15,3,18,5,13
7191,Y,19,4,23,12,24
7192,G,9,3,10,5,13
7193,E,5,1,18,23,2
7194,T,2,9,24,14,5
7195,E,4,24,25,22,9
7196,W,23,12,2,3,10
7197,X,12,5,4,2,21
7198,D,1,10,20,11,4
7199,C,4,24,25,22,9
7200,L,11,22,11,7,17
7201,N,8,6,0,8,26
7202,O,15,3,12,13,13
7203,A,21,0,1,24,23
7204,M,17,23,21,4,22
7205,N,23,19,2,16,10
7206,B,5,1,18,23,2
7207,A,21,17,1,0,19
7208,J,22,2,3,25,18
7209,E,12,21,4,21,21
7210,B,9,8,16,26,0
7211,I,3,5,6,2,25
7212,C,14,16,8,1,1
7213,P,0,18,13,9,3
7214,V,2,9,24,14,5
7215,X,9,8,16,26,0
7216,F,10,4,23,12,24
7217,T,0,18,25,9,3
7218,L,11,22,11,7,17
7219,B,3,5,6,2,12
7220,X,1,2,10,11,18
7221,W,23,19,2,16,10
7222,Y,2,9,24,14,5
7223,V,2,9,24,14,5
7224,Z,7,13,15,18,27
7225,W,8,6,0,15,26
7226,M,23,19,2,16,10
7227,D,12,5,4,2,12
7228,L,11,22,11,7,17
7229,X,4,2,25,22,9
7230,Y,19,12,22,3,16
7231,U,5,1,18,23,2
7232,E,14,16,8,1,1
7233,D,12,1,4,23,21
7234,W,19,12,22,3,16
7235,A,21,17,1,0,19
7236,B,15,3,12,13,13
7237,O,5,1,18,13,2
7238,E,9,8,16,26,0
7239,Z,0,18,13,9,3
7240,I,13,3,14,25,14
7241,S,15,3,12,13,13
7242,K,1,10,10,11,4
7243,C,14,16,8,1,1
7244,Z,7,13,15,18,27
7245,I,22,2,3,25,18
7246,E,5,1,18,23,2
7247,A,21,17,1,0,19
7248,O,5,1,18,23,2
7249,V,2,9,24,14,5
7250,A,21,0,1,24,23
7251,P,20,10,23,19,24
7252,C,15,3,12,5,13
7253,Z,0,18,13,9,3
7254,K,19,4,10,12,24
7255,L,17,17,21,0,19
7256,Y,10,20,5,6,11
7257,L,11,22,11,7,17
7258,L,15,3,12,13,13
7259,X,17,23,21,4,22
7260,L,1,10,20,24,4
7261,V,2,9,24,14,5
7262,L,11,22,11,7,17
7263,F,4,24,25,6,9
7264,W,23,19,2,15,10
7265,F,10,20,5,6,11
7266,J,13,14,14,24,23
7267,L,22,2,3,25,19
7268,T,2,9,24,14,5
7269,Q,13,7,14,20,15
7270,V,2,9,24,14,5
7271,G,0,18,25,9,3
7272,F,20,20,19,19,20
7273,S,4,24,25,22,9
7274,I,13,7,14,20,15
7275,V,2,9,24,14,5
7276,O,5,1,18,23,2
7277,W,8,6,0,15,26
7278,E,22,2,3,18,18
7279,W,8,6,0,15,26
7280,I,22,2,3,25,18
7281,L,11,22,11,7,17
7282,R,1,10,20,11,4
7283,F,19,4,23,12,24
7284,X,5,1,18,23,2
7285,Q,13,7,14,20,15
7286,F,0,18,13,9,3
7287,H,3,5,6,16,12
7288,T,10,20,5,6,11
7289,Y,2,9,24,14,5
7290,P,20,20,19,19,20
7291,Y,10,24,5,6,11
7292,A,21,0,1,24,23
7293,D,4,18,25,9,9
7294,N,6,11,7,10,8
7295,B,3,5,6,2,25
7296,E,9,8,16,26,0
7297,B,3,5,6,2,12
7298,C,5,1,18,23,2
7299,R,15,3,12,5,13
7300,N,5,1,18,23,2
7301,E,4,24,25,22,9
7302,I,22,2,3,25,14
7303,N,6,11,7,10,8
7304,E,9,8,16,26,0
7305,H,6,11,7,10,8
7306,C,5,1,18,23,2
7307,T,3,5,6,2,12
7308,T,19,4,23,12,24
7309,M,16,21,17,21,6
7310,V,2,9,24,14,5
7311,I,17,23,21,4,22
7312,O,13,7,14,20,15
7313,P,20,18,19,19,20
7314,Z,7,13,15,18,27
7315,L,11,22,11,7,17
7316,Z,9,8,16,26,0
7317,N,1,10,20,11,4
7318,T,2,9,24,14,5
7319,W,8,6,0,15,26
7320,I,1,10,20,11,14
7321,I,1,10,20,11,4
7322,Q,12,21,4,21,21
7323,B,0,18,13,9,3
7324,V,2,9,24,14,5
7325,X,4,2,25,4,18
7326,D,9,8,16,26,0
7327,D,20,20,23,19,20
7328,L,22,2,3,25,19
7329,O,15,3,12,5,13
7330,F,20,4,23,12,24
7331,I,17,23,21,4,22
7332,L,11,22,11,7,17
7333,W,23,19,2,15,10
7334,T,2,9,24,14,5
7335,D,5,1,18,13,2
7336,H,0,18,13,9,3
7337,G,9,8,16,26,0
7338,H,17,23,21,4,22
7339,L,11,22,11,7,17
7340,C,10,4,10,22,24
7341,G,14,16,8,5,1
7342,N,8,6,0,8,26
7343,Q,15,3,12,5,13
7344,A,21,0,1,24,23
7345,Q,21,17,1,0,19
7346,D,1,10,20,11,4
7347,P,17,23,21,4,22
7348,N,17,23,21,4,22
7349,X,15,3,12,5,13
7350,D,1,10,20,11,4
7351,M,23,19,2,16,10
7352,J,22,2,3,25,18
7353,X,9,8,16,26,0
7354,V,2,9,24,14,5
7355,B,5,13,18,13,27
7356,D,3,5,6,16,12
7357,W,23,19,2,15,10
7358,D,5,1,18,13,2
7359,D,9,8,16,26,0
7360,O,5,1,18,23,2
7361,L,11,22,11,7,17
7362,M,13,7,14,20,15
7363,K,15,3,12,5,13
7364,I,1,10,20,11,4
7365,Z,3,5,6,2,12
7366,S,7,13,15,18,27
7367,Z,7,13,15,18,27
7368,O,15,3,12,5,13
7369,H,1,10,20,11,4
7370,O,15,3,12,5,13
7371,O,5,1,18,23,2
7372,I,9,8,20,26,0
7373,D,3,5,6,2,12
7374,R,17,23,21,4,22
7375,K,12,21,4,21,21
7376,E,3,5,6,2,25
7377,G,14,16,8,1,1
7378,Y,2,9,24,14,5
7379,V,2,9,24,14,5
7380,G,9,8,16,26,0
7381,M,6,11,7,10,8
7382,Z,9,8,16,26,0
7383,G,5,1,18,13,2
7384,U,10,4,10,22,24
7385,I,1,10,20,11,4
7386,T,2,9,24,14,5
7387,H,6,11,7,10,8
7388,A,21,17,1,0,19
7389,S,9,8,16,26,0
7390,M,23,19,2,16,10
7391,O,13,7,14,20,15
7392,X,7,8,15,26,27
7393,U,6,15,7,10,8
7394,O,5,1,18,23,2
7395,Q,15,3,12,5,13
7396,Q,5,1,18,23,2
7397,T,15,3,12,13,13
7398,P,1,10,23,11,24
7399,R,15,3,12,5,13
7400,P,20,20,19,19,20
7401,B,3,5,6,16,12
7402,N,6,11,7,10,8
7403,X,4,24,25,22,9
7404,F,20,20,19,19,20
7405,K,9,8,16,26,0
7406,N,13,7,14,20,15
7407,W,16,21,17,21,6
7408,K,14,16,8,1,1
7409,M,23,19,2,16,10
7410,C,4,24,25,22,9
7411,K,0,18,13,9,3
7412,N,17,23,21,4,22
7413,L,22,2,3,25,19
7414,Z,9,8,16,26,0
7415,A,21,17,1,0,19
7416,G,7,13,15,18,27
7417,C,14,16,8,1,1
7418,F,20,20,19,19,20
7419,U,0,6,13,8,3
7420,N,6,11,7,10,8
7421,X,5,3,18,5,2
7422,L,11,22,11,7,17
7423,A,21,0,1,0,19
7424,X,15,3,12,5,13
7425,J,1,10,20,11,4
7426,G,15,3,12,13,13
7427,F,19,4,23,12,24
7428,H,8,6,0,8,26
7429,K,14,16,8,1,1
7430,F,12,5,4,2,21
7431,L,11,22,11,7,17
7432,Z,7,13,15,18,27
7433,L,4,18,25,22,9
7434,P,20,20,19,19,20
7435,G,3,5,6,2,25
7436,O,13,7,14,20,15
7437,G,9,8,16,26,0
7438,L,3,5,6,5,25
7439,S,12,21,4,21,21
7440,B,15,5,12,13,13
7441,P,20,20,19,19,20
7442,S,9,8,16,26,0
7443,L,5,1,18,23,2
7444,F,3,5,6,2,25
7445,D,15,3,12,13,13
7446,T,10,9,24,14,5
7447,S,3,5,6,2,12
7448,N,16,6,17,8,6
7449,O,5,1,18,23,2
7450,U,15,3,10,5,13
7451,L,11,22,11,7,17
7452,B,17,23,21,4,22
7453,C,14,16,8,1,1
7454,R,13,7,14,20,15
7455,U,12,21,4,21,21
7456,P,20,20,19,19,20
7457,A,12,21,4,21,21
7458,Q,17,23,13,9,22
7459,K,0,18,13,9,3
7460,N,5,19,18,16,10
7461,Z,9,8,16,26,0
7462,Y,3,5,6,2,12
7463,L,11,22,11,7,17
7464,D,1,10,20,11,4
7465,V,12,21,4,21,21
7466,K,15,3,12,18,13
7467,B,17,23,21,4,22
7468,K,17,2,21,4,18
7469,H,5,1,18,23,2
7470,I,1,10,20,25,14
7471,Z,7,2,15,18,18
7472,B,15,3,12,13,13
7473,B,9,8,16,26,0
7474,Y,2,9,24,14,5
7475,H,8,6,0,8,26
7476,F,3,5,6,2,25
7477,D,15,3,12,13,13
7478,M,6,11,7,10,8
7479,N,1,10,20,11,4
7480,M,16,21,17,21,6
7481,O,5,1,18,23,2
7482,U,16,21,17,21,6
7483,X,1,10,20,11,4
7484,K,4,24,25,22,9
7485,D,17,23,21,4,22
7486,S,15,3,12,13,13
7487,H,9,8,16,26,0
7488,R,17,23,21,4,22
7489,T,2,9,24,14,5
7490,R,1,10,12,11,4
7491,K,9,8,16,26,0
7492,O,21,17,1,0,19
7493,A,21,0,1,24,23
7494,B,12,21,4,23,21
7495,S,12,5,4,2,21
7496,C,14,16,8,1,1
7497,M,8,6,0,8,9
7498,N,8,6,0,8,26
7499,G,5,1,18,23,2
7500,L,11,22,11,7,17
7501,V,2,12,22,3,16
7502,C,5,1,18,23,2
7503,U,4,24,25,22,9
7504,B,9,8,16,26,0
7505,F,10,4,5,12,24
7506,R,13,7,14,20,15
7507,H,9,3,16,26,13
7508,E,1,10,20,11,4
7509,F,20,20,19,6,20
7510,M,6,11,7,10,8
7511,U,4,24,25,22,9
7512,V,19,12,22,3,16
7513,L,11,22,11,7,17
7514,M,16,19,17,16,6
7515,F,10,4,5,6,11
7516,W,8,6,0,15,26
7517,T,2,9,24,14,5
7518,W,16,21,17,21,6
7519,G,5,1,18,22,2
7520,Y,0,18,13,8,3
7521,G,5,1,25,23,2
7522,M,16,19,17,16,6
7523,I,22,2,3,25,18
7524,M,6,11,7,10,8
7525,A,21,0,1,24,23
7526,L,11,22,11,7,17
7527,Q,5,1,18,23,25
7528,O,15,3,12,5,13
7529,B,3,5,6,2,12
7530,O,15,3,12,5,13
7531,D,17,17,21,0,22
7532,E,9,8,16,26,0
7533,L,3,5,6,2,25
7534,I,22,2,3,25,14
7535,B,17,23,21,4,22
7536,G,15,3,12,5,13
7537,T,2,9,24,14,5
7538,W,10,4,5,15,24
7539,R,5,1,18,23,2
7540,B,5,1,18,13,2
7541,R,12,21,4,21,21
7542,V,3,21,6,21,12
7543,E,14,16,8,1,1
7544,E,7,13,15,18,27
7545,C,12,21,4,21,21
7546,E,9,8,16,26,0
7547,B,9,8,16,26,13
7548,G,0,18,13,9,3
7549,W,16,21,17,21,6
7550,W,16,21,17,21,6
7551,D,23,19,2,16,10
7552,E,1,10,20,11,4
7553,A,21,0,1,24,23
7554,R,3,5,6,2,25
7555,C,14,16,8,1,1
7556,E,4,24,25,22,9
7557,N,1,10,20,11,4
7558,X,15,3,12,5,13
7559,Z,17,23,21,4,4
7560,D,23,19,2,16,10
